score_id,area_id,area_name,business_type_id,category,subcategory,competitor_count,nearest_competitor_m,population,school_count,demand_index,market_saturation,suitability_score,recommended
592,31,Kafr Abdu,12,Education,Education Center,0,0,18000,0,18000,0,8.25,True
593,32,King Mariout,12,Education,Education Center,0,0,3000,0,3000,0,4.98,False
594,33,Laurent,12,Education,Education Center,0,0,12500,0,12500,0,7.56,True
595,34,Louran,12,Education,Education Center,0,0,14000,0,14000,0,7.75,True
596,35,Mahatet El Raml,12,Education,Education Center,0,0,22000,0,22000,0,8.5,True
597,36,Mex,12,Education,Education Center,0,0,8500,0,8500,0,7.06,True
598,37,Miami,12,Education,Education Center,0,0,10000,0,10000,0,7.25,True
599,38,Moharram Bek,12,Education,Education Center,0,0,17000,0,17000,0,8.13,True
600,39,New Borg El Arab,12,Education,Education Center,0,0,3500,0,3500,0,5.39,False
601,40,Roshdy,12,Education,Education Center,0,0,12000,0,12000,0,7.5,True
602,41,Saba Pasha,12,Education,Education Center,0,0,13500,0,13500,0,7.69,True
603,42,San Stefano,12,Education,Education Center,0,0,9500,0,9500,0,7.19,True
604,43,Sidi Bishr,12,Education,Education Center,0,0,11000,0,11000,0,7.38,True
605,44,Sidi Gaber,12,Education,Education Center,0,0,15000,0,15000,0,7.88,True
606,45,Sidi Salem,12,Education,Education Center,0,0,8000,0,8000,0,7,True
607,46,Smouha,12,Education,Education Center,0,0,13000,0,13000,0,7.63,True
608,47,Source,12,Education,Education Center,31,1457,,150,0,100,4,False
609,48,Sporting,12,Education,Education Center,0,0,12000,0,12000,0,7.5,True
610,49,Stanley,12,Education,Education Center,0,0,11500,0,11500,0,7.44,True
611,50,Victoria,12,Education,Education Center,0,0,10000,0,10000,0,7.25,True
612,51,Zizinia,12,Education,Education Center,0,0,10000,0,10000,0,7.25,True
